 ,Area,Mean,Min,Max
1,94810.084,95.567,8,176
2,24723.528,97.083,71,154
3,339.353,112.353,89,139
4,98.801,98.825,87,110
5,152.994,100.346,81,115
6,94.930,97.697,83,105
7,174.008,93.012,82,102
8,181.013,86.735,77,96
9,241.842,80.045,71,93
10,263.040,83.485,75,98
11,249.399,114.657,75,162
12,225.621,82.275,75,98
13,247.925,76.617,64,89
14,168.478,103.455,77,124
15,420.642,80.751,70,97
16,252.164,82.713,74,101
17,156.312,93.483,74,109
18,130.690,95.750,81,108
19,204.238,94.476,79,106
20,135.483,95.053,82,109
21,136.958,100.731,86,108
22,172.902,94.688,82,107
23,245.897,90.438,77,102
24,210.137,90.910,76,103
25,143.409,97.281,78,113
26,119.631,99.821,86,117
27,201.105,85.832,74,104
28,144.147,86.547,78,101
29,103.778,97.803,85,111
30,156.865,102.307,83,126
31,199.077,100.375,84,113
32,73.364,96.518,83,110
33,91.428,98.369,86,113
34,147.649,99.961,78,114
35,107.096,102.444,88,117
36,101.013,97.779,85,110
37,116.681,95.044,84,105
38,159.630,99.867,81,112
39,131.059,87.714,78,98
40,136.405,88.804,83,100
41,164.607,94.278,79,106
42,96.774,105.255,85,124
43,134.930,106.682,78,122
44,196.496,87.892,77,99
45,101.013,88.808,81,104
46,124.976,90.556,81,100
47,140.460,95.295,81,110
48,114.285,104.255,90,114
49,194.653,101.183,85,115
50,128.110,96.186,81,111
51,199.261,100.736,77,117
52,115.944,93.273,80,111
53,172.165,89.485,74,102
54,204.607,93.038,77,108
55,149.492,101.006,84,112
56,169.031,96.412,77,108
57,131.612,91.725,83,102
58,131.796,83.413,73,98
59,117.603,97.801,82,110
60,152.441,93.376,80,103
61,181.750,103.397,84,120
62,133.824,94.398,83,107
63,79.815,100.947,87,115
64,106.359,91.092,80,103
65,201.842,88.326,77,99
66,245.713,90.122,68,121
67,161.474,97.523,81,108
68,167.372,92.646,78,106
69,193.916,91.391,81,105
70,190.045,93.278,82,104
71,270.229,93.862,78,108
72,207.556,92.245,78,106
73,148.755,95.380,80,107
74,191.704,95.984,83,106
75,116.128,96.029,84,107
76,172.718,94.959,82,108
77,170.137,96.997,78,137
78,393.362,91.291,76,105
79,123.870,109.801,90,133
80,166.635,91.056,76,108
81,92.534,102.229,89,115
82,174.192,105.597,86,117
83,147.833,100.153,87,111
84,122.211,90.186,81,100
85,247.187,94.351,80,112
86,218.432,95.569,75,106
87,204.238,94.914,83,108
88,195.022,100.929,86,113
89,183.409,99.993,83,113
90,157.418,99.861,86,110
91,221.012,96.543,86,107
92,127.925,101.033,80,111
93,182.487,103.391,90,115
94,219.169,90.258,79,103
95,136.958,94.740,80,109
96,141.935,94.026,85,103
97,201.473,87.059,74,110
