 ,Area,Mean,Min,Max
1,76127.070,101.879,74,155
2,13439.914,99.486,61,127
3,159.446,94.227,82,106
4,95.852,106.040,95,119
5,149.676,103.797,92,117
6,137.879,90.563,80,106
7,207.372,90.041,80,106
8,175.114,89.763,81,107
9,110.045,91.219,85,102
10,173.824,96.637,81,108
11,157.234,114.751,99,127
12,153.179,88.644,77,100
13,168.294,88.134,81,105
14,95.483,85.324,78,96
15,101.198,85.832,79,99
16,157.418,106.402,95,121
17,171.059,106.089,87,121
18,200.183,85.226,78,102
19,104.700,100.900,85,121
20,179.169,100.717,83,111
21,199.261,101.610,82,119
22,175.298,105.615,91,130
23,148.017,104.702,90,117
24,214.192,111.730,86,127
25,166.266,99.253,89,111
26,197.787,86.049,77,101
27,199.077,85.139,78,97
28,178.248,85.994,77,108
29,266.726,86.480,78,98
30,176.036,87.276,77,102
31,165.713,87.147,78,116
32,155.944,101.996,87,115
33,128.294,104.930,92,118
34,182.672,104.845,90,117
35,145.990,104.994,88,114
36,227.280,101.556,80,123
37,191.151,106.987,85,121
38,119.631,103.185,93,115
39,142.303,103.543,82,126
40,171.243,93.259,83,107
41,155.944,109.982,92,119
42,127.188,114.065,88,129
43,52.350,107.106,92,123
44,43.686,103.059,88,119
45,89.216,86.099,78,104
46,130.506,82.299,76,91
47,238.892,95.650,82,110
48,238.892,95.650,82,110
49,156.497,84.830,74,105
50,165.529,101.149,86,114
51,210.506,111.564,87,143
52,121.843,105.644,85,119
53,260.275,99.150,78,114
54,154.469,107.513,90,123
55,101.566,87.363,81,101
56,197.602,98.222,83,113
57,104.884,89.374,83,103
58,208.847,103.117,89,115
59,162.395,107.261,90,121
60,104.147,108.354,98,123
61,211.612,110.874,88,123
62,137.695,110.950,98,126
63,252.902,106.886,85,121
64,245.897,109.016,90,124
65,218.432,106.854,81,122
66,173.824,100.950,88,112
67,172.718,111.789,90,126
68,113.179,111.223,90,126
69,161.658,114.743,100,123
70,177.326,102.119,86,122
71,136.958,97.452,79,109
72,179.538,95.130,82,108
73,102.119,100.821,89,113
74,155.022,110.270,91,124
75,141.197,87.610,79,99
76,70.967,94.213,83,107
77,69.861,88.055,78,99
78,142.119,83.567,77,92
79,193.547,109.205,87,125
80,129.031,90.967,80,104
81,124.055,109.214,98,117
82,120.921,88.012,76,101
83,198.893,111.409,93,122
