 ,Area,Mean,Min,Max
1,77663.282,103.381,72,196
2,11297.255,103.765,72,173
3,222.303,110.161,94,123
4,267.648,97.538,84,156
5,278.892,98.276,90,110
6,148.570,103.509,89,116
7,200.367,105.053,92,116
8,130.322,100.301,91,113
9,99.539,95.980,83,111
10,313.915,90.128,80,104
11,268.570,101.564,91,121
12,104.331,103.479,95,112
13,171.427,98.683,90,109
14,106.912,99.022,89,110
15,261.196,88.722,77,102
16,187.280,100.757,83,123
17,175.298,99.892,85,110
18,216.035,91.156,81,105
19,225.805,91.789,84,104
20,235.390,91.959,81,106
21,325.528,91.824,81,105
22,227.648,91.964,79,105
23,181.197,108.174,93,123
24,210.506,108.245,85,124
25,205.897,110.697,97,128
26,115.575,88.088,77,99
27,190.229,119.771,96,143
28,228.017,90.320,81,103
29,170.874,94.630,84,105
30,217.510,95.479,85,115
31,122.027,90.257,78,101
32,219.722,93.118,81,106
33,162.027,100.289,85,109
34,203.317,92.888,81,105
35,220.644,91.491,81,116
36,261.196,90.341,81,105
37,247.925,95.906,82,111
38,209.215,87.054,72,100
39,164.792,86.579,79,99
40,164.239,98.160,87,107
41,131.428,127.683,92,168
42,156.497,85.307,73,100
43,195.943,86.207,75,103
44,234.653,93.166,80,122
45,170.321,100.145,86,114
46,193.178,103.382,86,115
47,194.469,103.718,85,118
48,200.736,85.654,74,102
49,246.081,111.348,91,139
50,266.542,96.196,81,111
51,206.082,95.764,76,123
52,253.455,84.387,74,99
53,163.133,87.336,76,102
54,299.722,96.545,81,115
55,136.589,90.266,82,104
56,213.824,96.940,86,110
57,246.450,88.701,79,107
58,257.141,93.461,83,107
59,228.570,96.090,81,114
60,158.893,140.809,89,196
61,254.561,88.655,78,102
62,436.679,87.607,73,107
63,325.159,87.778,76,103
64,201.842,102.168,86,120
65,284.975,89.870,76,101
66,263.408,91.462,81,115
67,268.570,88.960,78,101
68,291.980,94.300,79,122
69,128.294,100.728,86,114
70,153.179,91.490,80,110
71,180.460,114.149,95,128
72,198.524,111.053,91,137
73,166.635,128.542,99,173
74,162.948,117.867,92,142
75,111.336,92.682,80,106
76,123.502,107.537,85,121
77,186.911,87.613,78,105
78,130.690,105.372,89,125
79,152.073,92.288,80,110
80,126.635,85.882,75,104
81,156.312,89.098,79,105
82,162.395,92.222,79,113
83,183.962,100.311,86,119
84,112.257,93.182,83,112
85,174.561,103.921,83,114
