 ,Area,Mean,Min,Max
1,665634.801,87.052,13,224
2,1557.579,89.594,76,106
3,1286.913,84.032,70,95
4,1674.431,84.686,65,109
5,1504.254,83.793,67,96
6,1543.526,80.880,66,93
7,1688.099,85.053,69,97
8,1501.559,84.125,70,98
9,1635.929,86.822,72,99
10,2127.786,91.602,79,104
