 ,Area,Mean,Min,Max
1,44050.225,117.418,64,171
2,138.744,121.803,99,138
3,155.949,131.667,99,144
4,154.654,138.876,98,157
5,145.034,106.992,85,121
6,123.205,124.928,88,146
7,124.130,133.155,104,155
8,103.411,118.023,87,135
9,108.961,108.907,90,141
10,127.830,128.766,92,149
11,129.495,119.627,92,133
12,121.355,135.346,109,151
13,140.964,114.812,67,134
14,159.279,112.134,87,137
15,98.231,109.763,84,126
16,98.416,118.182,86,135
17,187.582,140.031,111,156
18,160.203,125.812,98,148
19,152.064,116.895,90,135
20,247.520,91.958,66,112
21,181.108,95.502,75,116
22,157.614,97.946,84,115
23,192.947,102.585,76,121
24,124.500,133.728,109,150
25,118.950,131.291,105,150
26,143.369,108.259,83,134
27,197.757,97.867,86,115
28,120.985,130.633,96,152
29,103.596,118.116,87,135
30,137.819,104.588,77,128
31,99.711,139.393,96,165
32,122.835,139.622,105,160
33,94.346,127.912,112,147
34,121.725,121.198,92,132
35,131.715,111.468,83,128
36,131.715,129.631,95,152
37,334.651,120.573,87,149
38,85.652,119.542,103,138
39,99.711,113.599,89,146
40,98.046,134.343,112,158
41,114.695,141.650,114,158
42,134.490,137.081,94,154
43,84.542,127.993,96,145
44,105.446,131.270,94,156
45,74.367,124.405,103,147
46,131.900,143.680,91,165
47,98.786,131.783,98,158
48,125.425,143.844,92,167
49,93.791,112.416,70,139
50,119.875,126.556,86,145
51,111.550,146.159,109,163
52,123.760,137.716,102,159
53,91.386,136.591,112,153
54,89.721,127.693,90,147
55,95.826,125.394,99,142
56,95.271,131.076,90,149
57,105.446,135.514,97,155
58,134.490,122.974,99,138
59,71.592,129.421,115,140
60,99.341,122.715,105,139
61,125.795,117.549,68,141
62,139.854,116.005,92,129
63,131.530,125.913,93,149
64,81.212,134.415,108,151
65,114.880,132.206,109,153
66,107.851,133.765,96,155
67,160.203,115.873,77,138
68,120.430,120.742,93,138
69,132.455,134.712,101,146
70,123.020,115.197,87,137
71,116.545,112.678,88,127
72,117.100,137.039,96,153
73,128.940,118.001,86,135
74,146.699,137.807,89,157
75,166.493,132.786,99,153
76,96.011,119.921,84,139
77,154.469,119.026,79,145
78,91.756,138.494,106,160
79,159.279,113.697,80,130
80,190.357,123.068,88,148
81,166.308,134.165,106,148
82,63.822,132.620,112,153
83,165.013,98.280,80,118
84,102.301,104.544,91,129
85,186.287,93.977,75,109
86,131.715,136.246,101,156
87,145.774,118.156,86,146
88,154.284,119.996,88,143
89,117.285,126.267,104,144
90,148.179,123.258,89,140
91,488.010,90.301,68,103
92,193.872,105.219,81,126
93,322.257,92.296,68,109
94,116.730,125.713,100,138
95,142.814,129.534,111,146
96,109.886,104.167,92,125
97,136.154,127.647,89,153
98,197.017,89.881,78,107
99,157.059,121.766,90,142
100,221.251,126.416,81,152
101,137.634,144.500,94,169
102,132.270,106.601,92,118
103,106.001,105.194,86,122
104,109.331,121.514,104,143
105,97.121,139.975,114,158
106,152.804,115.891,84,136
107,170.933,135.285,97,154
108,239.565,127.020,87,152
109,253.440,116.723,88,134
110,131.715,101.108,82,113
111,211.261,127.060,97,146
