 ,Area,Mean,Min,Max
1,650675.807,97.812,12,195
2,3319.408,91.052,70,117
3,2856.427,87.928,69,136
4,3179.070,92.278,62,132
5,1429.561,86.932,67,136
6,2758.056,81.335,57,120
7,3177.338,81.758,55,111
8,3305.548,88.522,58,112
9,1335.040,84.849,66,106
10,1983.406,95.865,71,125
11,2390.367,96.783,70,117
12,2687.213,91.170,69,120
