 ,Area,Mean,Min,Max
1,686894.568,96.096,17,235
2,1892.542,114.674,74,144
3,2040.003,118.534,83,144
4,1893.890,122.796,67,149
5,2301.236,105.526,63,138
6,1836.715,103.538,64,133
7,2058.099,99.956,66,128
8,2876.063,93.415,51,130
9,1134.062,94.272,65,117
10,1919.301,107.462,66,136
11,1711.200,114.927,73,146
12,2294.690,113.560,67,146
