 ,Area,Mean,Min,Max
1,706121.742,113.343,19,224
2,1491.530,132.565,76,172
3,1703.489,112.916,68,140
4,1803.510,130.545,57,158
5,2216.684,102.754,56,139
6,1778.700,98.436,36,149
7,2403.638,101.988,68,128
8,1612.063,96.228,60,130
9,1928.342,123.577,62,151
10,1693.917,117.735,70,145
11,1754.281,103.110,78,129
12,1517.902,122.876,83,174
