 ,Area,Mean,Min,Max
1,675245.934,94.351,12,172
2,1205.290,127.774,79,156
3,1108.844,108.740,72,130
4,1326.955,124.462,79,142
5,937.512,107.614,79,127
6,1151.388,110.224,76,131
7,1238.209,106.180,64,131
8,1593.963,119.925,67,147
9,827.783,86.320,62,106
10,1450.545,94.523,60,117
11,1020.098,95.349,60,119
12,1998.806,100.068,64,150
13,1457.667,86.103,55,108
14,1874.061,103.878,70,125
15,1963.192,101.416,68,126
