 ,Area,Mean,Min,Max
1,11766.077,110.958,59,154
2,9645.508,114.858,64,157
3,143.369,125.223,102,150
4,126.350,130.479,101,154
5,166.678,125.697,89,149
6,136.524,110.668,83,138
7,261.764,94.567,75,114
8,179.258,98.407,78,121
9,107.296,95.355,79,111
10,122.465,105.233,85,126
11,115.065,106.804,81,132
12,98.416,103.906,80,121
13,106.556,119.943,91,148
14,76.587,102.708,71,120
15,146.514,111.662,81,135
16,119.320,111.231,87,136
17,103.781,119.914,82,141
18,127.460,133.134,104,152
19,99.341,131.060,106,148
20,180.738,131.342,101,154
21,185.732,120.682,91,146
22,157.614,111.062,79,132
23,43.473,126.281,111,142
24,199.052,122.117,90,148
25,180.738,130.436,94,146
26,197.202,115.638,70,149
27,138.374,119.128,86,139
28,285.628,124.040,94,153
29,324.662,112.113,83,137
30,91.756,115.772,88,137
31,167.603,118.666,92,144
32,154.099,111.091,89,131
33,161.868,105.478,86,131
34,150.584,107.387,75,126
35,142.814,126.486,101,145
36,199.977,109.809,67,133
37,217.736,104.819,77,125
38,197.017,123.038,85,151
39,139.484,121.879,90,147
40,77.697,102.186,72,118
41,209.042,121.613,101,142
42,286.553,126.558,98,149
43,189.247,118.396,69,148
44,219.401,117.755,86,136
45,339.091,123.626,84,154
46,203.677,110.887,82,128
47,86.022,130.228,100,150
48,189.617,128.439,99,144
49,202.197,132.030,81,154
50,191.282,110.522,82,137
51,285.443,121.747,81,149
52,137.264,123.156,95,145
53,234.200,135.165,99,155
54,249.555,125.854,96,146
55,113.030,106.452,83,121
56,228.651,122.095,92,146
57,139.854,132.673,95,152
58,283.778,119.888,89,146
59,177.038,123.691,77,150
60,99.711,124.859,99,141
61,155.764,129.002,99,157
62,236.605,132.579,110,153
63,153.914,128.960,107,150
64,159.464,119.437,85,143
65,200.532,115.568,89,134
66,140.039,111.445,84,129
67,180.553,126.220,97,141
68,180.923,97.766,66,121
69,182.403,119.156,90,139
70,169.823,128.373,85,148
71,161.313,113.866,81,132
72,324.847,117.692,92,136
73,185.917,113.419,78,131
74,157.244,121.668,92,153
75,140.779,130.125,107,152
76,315.597,125.176,90,151
77,175.003,112.879,64,132
78,207.192,97.534,80,113
79,169.638,109.397,83,132
80,134.675,132.496,107,150
81,223.841,128.814,96,155
82,220.881,106.295,86,124
83,102.116,99.607,78,121
84,129.310,103.451,78,129
85,155.394,104.018,83,127
86,228.651,89.074,70,114
87,249.370,106.877,74,129
88,218.106,107.640,84,128
89,173.708,111.217,89,124
90,208.302,115.002,95,131
