 ,Area,Mean,Min,Max
1,22516.545,105.568,55,147
2,22492.126,105.451,44,207
3,201.642,122.828,97,143
4,236.420,116.520,90,134
5,191.097,113.030,81,140
6,165.383,123.273,89,146
7,260.469,123.533,83,143
8,345.011,118.667,90,138
9,160.388,123.097,97,139
10,155.024,124.575,91,140
11,207.192,117.703,81,135
12,329.657,116.080,86,132
13,227.356,109.740,71,129
14,199.052,116.523,89,137
15,198.682,108.537,79,125
16,185.177,109.520,77,131
17,246.595,106.236,77,124
18,393.664,116.208,68,137
19,713.701,121.943,77,147
20,412.718,115.417,88,137
21,209.227,96.653,76,116
22,193.317,85.131,67,107
23,339.831,99.611,71,121
24,211.631,97.210,70,119
25,189.802,111.546,85,127
26,540.178,114.473,82,134
27,266.204,101.599,70,123
28,437.137,119.311,94,140
29,260.284,105.783,85,124
30,190.542,121.437,99,135
31,254.550,119.401,98,137
32,153.544,113.265,96,130
33,167.418,110.682,79,134
34,356.111,115.029,78,134
35,389.594,118.383,83,139
36,204.232,98.800,75,122
37,289.698,95.095,68,118
38,216.996,98.592,72,119
39,293.953,100.427,76,117
40,362.215,119.701,92,140
41,404.949,95.440,62,124
42,246.410,87.011,66,108
43,249.555,100.625,66,119
44,202.197,99.702,72,118
45,456.561,111.519,83,131
46,166.678,119.057,95,140
47,268.239,86.271,68,106
48,133.935,96.151,70,116
49,319.112,102.693,63,126
50,282.114,117.498,95,133
51,250.480,106.790,77,126
52,366.100,119.237,91,137
53,353.336,117.973,93,131
54,317.262,119.248,97,140
55,179.813,121.259,100,133
56,346.121,117.193,85,137
57,335.021,111.988,74,132
58,212.001,102.823,80,121
59,174.078,109.188,75,125
60,247.890,111.407,70,131
61,281.559,105.744,80,125
62,197.202,116.788,93,135
63,268.794,114.167,84,133
64,261.394,117.085,84,138
65,382.009,112.244,75,132
66,261.764,124.702,91,141
67,268.239,119.172,92,138
68,488.935,118.000,94,140
69,190.357,116.440,96,135
70,477.651,110.551,75,127
71,375.535,96.356,74,113
72,376.460,104.628,72,128
73,451.752,90.545,69,106
74,600.486,106.658,74,139
75,448.237,116.128,74,135
76,292.658,110.475,80,131
77,333.726,111.800,69,134
78,292.843,100.960,65,123
79,262.504,102.412,69,123
80,505.584,109.212,70,133
81,593.826,114.723,88,133
82,701.307,115.185,90,131
83,603.815,95.536,66,127
84,278.599,97.738,71,119
85,201.457,106.303,85,120
86,176.113,104.193,81,117
87,581.061,121.618,44,207
88,448.792,113.345,74,135
89,422.708,110.587,82,133
90,172.968,102.673,65,125
91,502.625,107.788,81,129
92,254.735,109.764,84,134
93,492.820,96.170,57,128
94,412.163,92.566,63,123
95,561.637,113.652,86,131
96,207.192,96.592,73,126
97,224.211,110.126,79,126
98,225.506,102.578,78,119
99,295.248,118.729,92,137
100,167.603,87.616,65,109
