 ,Area,Mean,Min,Max
1,722800.501,102.581,12,172
2,2449.547,90.836,68,115
3,2662.483,87.876,67,113
4,2153.390,87.082,70,106
5,2654.278,83.271,66,103
6,2528.470,85.224,63,116
7,2026.605,83.713,68,106
8,1640.976,86.340,70,107
9,2128.384,88.834,62,124
10,2172.144,83.261,64,105
11,1861.530,83.115,69,119
12,1802.338,85.953,68,118
13,2180.935,96.839,82,121
14,2970.947,93.248,75,137
