 ,Area,Mean,Min,Max
1,691973.603,90.503,11,200
2,1193.028,110.501,77,131
3,1131.296,91.116,71,107
4,1372.950,106.133,71,132
5,1719.508,91.422,68,109
6,2155.343,76.640,59,96
7,1142.041,82.516,59,102
8,2279.979,90.903,62,127
9,2038.717,87.902,63,125
10,3050.847,93.689,67,133
11,2898.080,101.824,71,140
12,1417.490,105.955,75,134
