 ,Area,Mean,Min,Max
1,679293.214,88.647,12,206
2,2211.527,103.094,87,118
3,1770.107,93.924,81,114
4,1973.973,91.280,73,108
5,2273.707,87.359,23,136
6,2051.553,87.780,71,105
7,2203.057,82.004,67,96
8,1575.675,80.718,65,93
9,1940.669,85.206,66,100
10,1869.826,87.825,71,109
11,1315.019,89.454,75,108
12,2111.231,94.161,77,110
